# time_flux P1 P2 Z PO4 Psupply
3.400000000000000355e+00 2.903299058436058511e-01 2.620348702242594752e-01 4.152951762251880785e-01 2.449229720217620532e-01 5.000000000000000278e-02
3.500000000000000000e+00 2.903299021194315488e-01 2.620347386706026738e-01 4.152951717033879775e-01 2.449229751292685275e-01 5.000000000000000278e-02
3.600000000000000089e+00 2.903299021194315488e-01 2.620347386706026738e-01 4.152951717033879775e-01 2.449229751292685275e-01 5.000000000000000278e-02
3.700000000000000178e+00 2.903298983971027702e-01 2.620346071821350042e-01 4.152951671838312486e-01 2.449229782352367601e-01 5.000000000000000278e-02
3.800000000000000266e+00 2.903298983971027702e-01 2.620346071821350042e-01 4.152951671838312486e-01 2.449229782352367601e-01 5.000000000000000278e-02
3.900000000000000355e+00 2.903298946766185162e-01 2.620344757588241036e-01 4.152951626665167817e-01 2.449229813396675004e-01 5.000000000000000278e-02
4.000000000000000000e+00 2.903298946766185162e-01 2.620344757588241036e-01 4.152951626665167817e-01 2.449229813396675004e-01 5.000000000000000278e-02
4.100000000000000533e+00 2.903298909579780096e-01 2.620343444006376643e-01 4.152951581514433554e-01 2.449229844425613867e-01 5.000000000000000278e-02
4.200000000000000178e+00 2.903298909579780096e-01 2.620343444006376643e-01 4.152951581514433554e-01 2.449229844425613867e-01 5.000000000000000278e-02
4.299999999999999822e+00 2.903298872411802511e-01 2.620342131075433789e-01 4.152951536386100262e-01 2.449229875439193349e-01 5.000000000000000278e-02
4.400000000000000355e+00 2.903298872411802511e-01 2.620342131075433789e-01 4.152951536386100262e-01 2.449229875439193349e-01 5.000000000000000278e-02
4.500000000000000000e+00 2.903298835262242972e-01 2.620340818795090509e-01 4.152951491280155727e-01 2.449229906437420945e-01 5.000000000000000278e-02
4.600000000000000533e+00 2.903298835262242972e-01 2.620340818795090509e-01 4.152951491280155727e-01 2.449229906437420945e-01 5.000000000000000278e-02
4.700000000000000178e+00 2.903298798131093150e-01 2.620339507165022619e-01 4.152951446196588847e-01 2.449229937420303038e-01 5.000000000000000278e-02
4.800000000000000711e+00 2.903298798131093150e-01 2.620339507165022619e-01 4.152951446196588847e-01 2.449229937420303038e-01 5.000000000000000278e-02
4.900000000000000355e+00 2.903298761018343610e-01 2.620338196184907598e-01 4.152951401135389076e-01 2.449229968387848788e-01 5.000000000000000278e-02
5.000000000000000000e+00 2.903298761018343610e-01 2.620338196184907598e-01 4.152951401135389076e-01 2.449229968387848788e-01 1.300000000000000044e-01
5.100000000000000533e+00 2.903298723923984914e-01 2.620336885854424036e-01 4.152951356096544755e-01 2.529229999340064650e-01 1.300000000000000044e-01
5.200000000000000178e+00 2.903298723923984914e-01 2.620336885854424036e-01 4.152951356096544755e-01 2.529229999340064650e-01 1.300000000000000044e-01
5.300000000000000711e+00 2.906257764870623928e-01 2.621982804924339883e-01 4.152951311080045338e-01 2.604623723503252108e-01 1.300000000000000044e-01
5.400000000000000355e+00 2.906257764870623928e-01 2.621982804924339883e-01 4.152951311080045338e-01 2.604623723503252108e-01 1.300000000000000044e-01
5.500000000000000000e+00 2.911983961271067400e-01 2.625175764584814497e-01 4.152999543294161322e-01 2.675645319624182505e-01 1.300000000000000044e-01
5.600000000000000533e+00 2.911983961271067400e-01 2.625175764584814497e-01 4.152999543294161322e-01 2.675645319624182505e-01 1.300000000000000044e-01
5.700000000000000178e+00 2.920306358412851355e-01 2.629824229743519814e-01 4.153141052964720026e-01 2.742502549218142627e-01 1.300000000000000044e-01
5.800000000000000711e+00 2.920306358412851355e-01 2.629824229743519814e-01 4.153141052964720026e-01 2.742502549218142627e-01 1.300000000000000044e-01
5.900000000000000355e+00 2.931071596006222246e-01 2.635844080819209068e-01 4.153417902919170346e-01 2.805381010123599306e-01 1.300000000000000044e-01
6.000000000000000000e+00 2.931071596006222246e-01 2.635844080819209068e-01 4.153417902919170346e-01 2.805381010123599306e-01 1.300000000000000044e-01
6.100000000000000533e+00 2.944141102881335792e-01 2.643157568298531990e-01 4.153869509674956162e-01 2.864447682173704157e-01 1.300000000000000044e-01
6.200000000000000178e+00 2.944141102881335792e-01 2.643157568298531990e-01 4.153869509674956162e-01 2.864447682173704157e-01 1.300000000000000044e-01
6.300000000000000711e+00 2.959388747164046762e-01 2.651692425834109024e-01 4.154532893842889374e-01 2.919853903213527890e-01 1.300000000000000044e-01
6.400000000000000355e+00 2.959388747164046762e-01 2.651692425834109024e-01 4.154532893842889374e-01 2.919853903213527890e-01 1.300000000000000044e-01
6.500000000000000000e+00 2.976698854798481286e-01 2.661381114826930627e-01 4.155442896147744092e-01 2.971737882685531740e-01 1.300000000000000044e-01
6.600000000000000533e+00 2.976698854798481286e-01 2.661381114826930627e-01 4.155442896147744092e-01 2.971737882685531740e-01 1.300000000000000044e-01
6.700000000000000178e+00 2.995964528499038826e-01 2.672160178942610820e-01 4.156632364192904272e-01 3.020226836604351095e-01 1.300000000000000044e-01
6.800000000000000711e+00 2.995964528499038826e-01 2.672160178942610820e-01 4.156632364192904272e-01 3.020226836604351095e-01 1.300000000000000044e-01
6.900000000000000355e+00 3.017086213813344187e-01 2.683969691278178527e-01 4.158132314172325317e-01 3.065438809910143725e-01 1.300000000000000044e-01
7.000000000000000000e+00 3.017086213813344187e-01 2.683969691278178527e-01 4.158132314172325317e-01 3.065438809910143725e-01 1.300000000000000044e-01
7.100000000000000533e+00 3.039970470170920147e-01 2.696752780227497093e-01 4.159972071001820648e-01 3.107484238481839633e-01 1.300000000000000044e-01
7.200000000000000178e+00 3.039970470170920147e-01 2.696752780227497093e-01 4.159972071001820648e-01 3.107484238481839633e-01 1.300000000000000044e-01
7.300000000000000711e+00 3.064528913446520342e-01 2.710455222711576906e-01 4.162179389758602355e-01 3.146467292468736465e-01 1.300000000000000044e-01
7.400000000000000355e+00 3.064528913446520342e-01 2.710455222711576906e-01 4.162179389758602355e-01 3.146467292468736465e-01 1.300000000000000044e-01
7.500000000000000000e+00 3.090677303309372070e-01 2.725025095509436834e-01 4.164780560850165347e-01 3.182487034306828999e-01 1.300000000000000044e-01
7.600000000000000533e+00 3.090677303309372070e-01 2.725025095509436834e-01 4.164780560850165347e-01 3.182487034306828999e-01 1.300000000000000044e-01
7.700000000000000178e+00 3.118334753918452495e-01 2.740412477068594477e-01 4.167800500956009291e-01 3.215638418272060428e-01 1.300000000000000044e-01
7.800000000000000711e+00 3.118334753918452495e-01 2.740412477068594477e-01 4.167800500956009291e-01 3.215638418272060428e-01 1.300000000000000044e-01
7.900000000000000355e+00 3.147423050697509828e-01 2.756569193484346703e-01 4.171262831479381483e-01 3.246013153277057528e-01 1.300000000000000044e-01
8.000000000000000000e+00 3.147423050697509828e-01 2.756569193484346703e-01 4.171262831479381483e-01 3.246013153277057528e-01 1.300000000000000044e-01
8.099999999999999645e+00 3.177866059233398488e-01 2.773448603384002786e-01 4.175189945996561347e-01 3.273700446535588449e-01 1.300000000000000044e-01
8.200000000000001066e+00 3.177866059233398488e-01 2.773448603384002786e-01 4.175189945996561347e-01 3.273700446535588449e-01 1.300000000000000044e-01
8.300000000000000711e+00 3.209589214976164007e-01 2.791005417290209900e-01 4.179603067986847331e-01 3.298787642469973025e-01 1.300000000000000044e-01
8.400000000000000355e+00 3.209589214976164007e-01 2.791005417290209900e-01 4.179603067986847331e-01 3.298787642469973025e-01 1.300000000000000044e-01
8.500000000000000000e+00 3.242519084521773287e-01 2.809195547708112639e-01 4.184522299958484126e-01 3.321360768646677841e-01 1.300000000000000044e-01
8.599999999999999645e+00 3.242519084521773287e-01 2.809195547708112639e-01 4.184522299958484126e-01 3.321360768646677841e-01 1.300000000000000044e-01
8.700000000000001066e+00 3.276582990937104145e-01 2.827975986717009560e-01 4.189966664947289421e-01 3.341504998460939069e-01 1.300000000000000044e-01
8.800000000000000711e+00 3.276582990937104145e-01 2.827975986717009560e-01 4.189966664947289421e-01 3.341504998460939069e-01 1.300000000000000044e-01
8.900000000000000355e+00 3.311708696925247941e-01 2.847304708274026597e-01 4.195954141250138880e-01 3.359305038649566533e-01 1.300000000000000044e-01
9.000000000000000000e+00 3.311708696925247941e-01 2.847304708274026597e-01 4.195954141250138880e-01 3.359305038649566533e-01 1.300000000000000044e-01
9.099999999999999645e+00 3.347824140691831318e-01 2.867140592775699326e-01 4.202501691160291375e-01 3.374845448412069349e-01 1.300000000000000044e-01
9.200000000000001066e+00 3.347824140691831318e-01 2.867140592775699326e-01 4.202501691160291375e-01 3.374845448412069349e-01 1.300000000000000044e-01
9.300000000000000711e+00 3.384857220210497619e-01 2.887443371689696892e-01 4.209625284392178868e-01 3.388210895900899411e-01 1.300000000000000044e-01
9.400000000000000355e+00 3.384857220210497619e-01 2.887443371689696892e-01 4.209625284392178868e-01 3.388210895900899411e-01 1.300000000000000044e-01
9.500000000000000000e+00 3.422735622237696451e-01 2.908173590276775800e-01 4.217339916816829071e-01 3.399486357051896279e-01 1.300000000000000044e-01
9.600000000000001421e+00 3.422735622237696451e-01 2.908173590276775800e-01 4.217339916816829071e-01 3.399486357051896279e-01 1.300000000000000044e-01
9.700000000000001066e+00 3.461386692925425557e-01 2.929292586583501223e-01 4.225659625073106551e-01 3.408757261125606175e-01 1.300000000000000044e-01
9.800000000000000711e+00 3.461386692925425557e-01 2.929292586583501223e-01 4.225659625073106551e-01 3.408757261125606175e-01 1.300000000000000044e-01
9.900000000000000355e+00 3.500737347251476894e-01 2.950762485008777691e-01 4.234597497572505365e-01 3.416109586885918148e-01 1.300000000000000044e-01
1.000000000000000000e+01 3.500737347251476894e-01 2.950762485008777691e-01 4.234597497572505365e-01 3.416109586885918148e-01 5.000000000000000278e-02
1.010000000000000142e+01 3.540714014751408789e-01 2.972546202839612683e-01 4.244165682374583803e-01 3.341629913027064913e-01 5.000000000000000278e-02
1.020000000000000107e+01 3.540714014751408789e-01 2.972546202839612683e-01 4.244165682374583803e-01 3.341629913027064913e-01 5.000000000000000278e-02
1.030000000000000071e+01 3.578099156837713513e-01 2.992837403591593892e-01 4.254375392375018827e-01 3.270318953254411909e-01 5.000000000000000278e-02
1.040000000000000036e+01 3.578099156837713513e-01 2.992837403591593892e-01 4.254375392375018827e-01 3.270318953254411909e-01 5.000000000000000278e-02
1.050000000000000000e+01 3.612870493203373390e-01 3.011665686247118057e-01 4.265186288687675131e-01 3.202207892421857771e-01 5.000000000000000278e-02
1.060000000000000142e+01 3.612870493203373390e-01 3.011665686247118057e-01 4.265186288687675131e-01 3.202207892421857771e-01 5.000000000000000278e-02
1.070000000000000107e+01 3.645020300690789417e-01 3.029066106383568879e-01 4.276557843701199735e-01 3.137308714279054556e-01 5.000000000000000278e-02
1.080000000000000071e+01 3.645020300690789417e-01 3.029066106383568879e-01 4.276557843701199735e-01 3.137308714279054556e-01 5.000000000000000278e-02
1.090000000000000036e+01 3.674554710622474074e-01 3.045078536718418549e-01 4.288449500046743745e-01 3.075615356607494522e-01 5.000000000000000278e-02
1.100000000000000000e+01 3.674554710622474074e-01 3.045078536718418549e-01 4.288449500046743745e-01 3.075615356607494522e-01 5.000000000000000278e-02
1.110000000000000142e+01 3.701492854608203764e-01 3.059747014412962374e-01 4.300820823829668016e-01 3.017105035935511714e-01 5.000000000000000278e-02
1.120000000000000107e+01 3.701492854608203764e-01 3.059747014412962374e-01 4.300820823829668016e-01 3.017105035935511714e-01 5.000000000000000278e-02
1.130000000000000071e+01 3.725865888065684195e-01 3.073119088180586433e-01 4.313631650461188793e-01 2.961739701594757190e-01 5.000000000000000278e-02
1.140000000000000036e+01 3.725865888065684195e-01 3.073119088180586433e-01 4.313631650461188793e-01 2.961739701594757190e-01 5.000000000000000278e-02
1.150000000000000000e+01 3.747715921520589633e-01 3.085245176995971006e-01 4.326842221690000989e-01 2.909467579008132576e-01 5.000000000000000278e-02
1.160000000000000142e+01 3.747715921520589633e-01 3.085245176995971006e-01 4.326842221690000989e-01 2.909467579008132576e-01 5.000000000000000278e-02
1.170000000000000107e+01 3.767094889413796222e-01 3.096177950707604265e-01 4.340413312713767291e-01 2.860224763616018850e-01 5.000000000000000278e-02
1.180000000000000071e+01 3.767094889413796222e-01 3.096177950707604265e-01 4.340413312713767291e-01 2.860224763616018850e-01 5.000000000000000278e-02
1.190000000000000036e+01 3.784063384783596384e-01 3.105971741206543513e-01 4.354306348534540683e-01 2.813936829533092987e-01 5.000000000000000278e-02
1.200000000000000000e+01 3.784063384783596384e-01 3.105971741206543513e-01 4.354306348534540683e-01 2.813936829533092987e-01 5.000000000000000278e-02
1.210000000000000142e+01 3.798689485992186587e-01 3.114681991084701229e-01 4.368483509000393727e-01 2.770520420625828817e-01 5.000000000000000278e-02
1.220000000000000107e+01 3.798689485992186587e-01 3.114681991084701229e-01 4.368483509000393727e-01 2.770520420625828817e-01 5.000000000000000278e-02
1.230000000000000071e+01 3.811047598833273153e-01 3.122364745002898512e-01 4.382907822238821804e-01 2.729884795940152320e-01 5.000000000000000278e-02
1.240000000000000036e+01 3.811047598833273153e-01 3.122364745002898512e-01 4.382907822238821804e-01 2.729884795940152320e-01 5.000000000000000278e-02
1.250000000000000000e+01 3.821217334100708296e-01 3.129076187347663018e-01 4.397543246428704533e-01 2.691933306023870376e-01 5.000000000000000278e-02
1.260000000000000142e+01 3.821217334100708296e-01 3.129076187347663018e-01 4.397543246428704533e-01 2.691933306023870376e-01 5.000000000000000278e-02
1.270000000000000107e+01 3.829282437216546819e-01 3.134872228238006486e-01 4.412354740071433024e-01 2.656564781434274103e-01 5.000000000000000278e-02
1.280000000000000071e+01 3.829282437216546819e-01 3.134872228238006486e-01 4.412354740071433024e-01 2.656564781434274103e-01 5.000000000000000278e-02
1.290000000000000036e+01 3.835329782990458680e-01 3.139808138586694941e-01 4.427308321104884148e-01 2.623674819385056201e-01 5.000000000000000278e-02
1.300000000000000000e+01 3.835329782990458680e-01 3.139808138586694941e-01 4.427308321104884148e-01 2.623674819385056201e-01 5.000000000000000278e-02
1.310000000000000142e+01 3.839448445162715329e-01 3.143938233748714284e-01 4.442371115354582511e-01 2.593156958895067588e-01 5.000000000000000278e-02
1.320000000000000107e+01 3.839448445162715329e-01 3.143938233748714284e-01 4.442371115354582511e-01 2.593156958895067588e-01 5.000000000000000278e-02
1.330000000000000071e+01 3.841728847189787577e-01 3.147315604314034898e-01 4.457511394934557392e-01 2.564903738823889334e-01 5.000000000000000278e-02
1.340000000000000036e+01 3.841728847189787577e-01 3.147315604314034898e-01 4.457511394934557392e-01 2.564903738823889334e-01 5.000000000000000278e-02
1.350000000000000000e+01 3.842261997851825206e-01 3.149991891823075152e-01 4.472698607297377893e-01 2.538807636727085093e-01 5.000000000000000278e-02
1.360000000000000142e+01 3.842261997851825206e-01 3.149991891823075152e-01 4.472698607297377893e-01 2.538807636727085093e-01 5.000000000000000278e-02
1.370000000000000107e+01 3.841138812750418685e-01 3.152017106593503204e-01 4.487903395690788777e-01 2.514761889487475144e-01 5.000000000000000278e-02
1.380000000000000071e+01 3.841138812750418685e-01 3.152017106593503204e-01 4.487903395690788777e-01 2.514761889487475144e-01 5.000000000000000278e-02
1.390000000000000036e+01 3.838449520650441538e-01 3.153439484431808659e-01 4.503097611810331635e-01 2.492661199161692043e-01 5.000000000000000278e-02
1.400000000000000000e+01 3.838449520650441538e-01 3.153439484431808659e-01 4.503097611810331635e-01 2.492661199161692043e-01 5.000000000000000278e-02
1.410000000000000142e+01 3.834283151905203413e-01 3.154305378743690325e-01 4.518254321446661392e-01 2.472402329434868207e-01 5.000000000000000278e-02
1.420000000000000107e+01 3.834283151905203413e-01 3.154305378743690325e-01 4.518254321446661392e-01 2.472402329434868207e-01 5.000000000000000278e-02
1.430000000000000071e+01 3.828727104874645182e-01 3.154659184432542229e-01 4.533347803916640828e-01 2.453884599532664967e-01 5.000000000000000278e-02
1.440000000000000036e+01 3.828727104874645182e-01 3.154659184432542229e-01 4.533347803916640828e-01 2.453884599532664967e-01 5.000000000000000278e-02
1.450000000000000000e+01 3.821866785273208555e-01 3.154543289963012698e-01 4.548353546042255280e-01 2.437010283445790182e-01 5.000000000000000278e-02
1.460000000000000142e+01 3.821866785273208555e-01 3.154543289963012698e-01 4.548353546042255280e-01 2.437010283445790182e-01 5.000000000000000278e-02
1.470000000000000107e+01 3.813785312729552346e-01 3.153998054044970800e-01 4.563248231404484212e-01 2.421684922933222961e-01 5.000000000000000278e-02
1.480000000000000071e+01 3.813785312729552346e-01 3.153998054044970800e-01 4.563248231404484212e-01 2.421684922933222961e-01 5.000000000000000278e-02
1.490000000000000036e+01 3.804563288461613735e-01 3.153061803541731822e-01 4.578009725553614517e-01 2.407817563046327491e-01 5.000000000000000278e-02
1.500000000000000000e+01 3.804563288461613735e-01 3.153061803541731822e-01 4.578009725553614517e-01 2.407817563046327491e-01 5.000000000000000278e-02
1.510000000000000142e+01 3.794278617823089172e-01 3.151770849406358987e-01 4.592617057805966074e-01 2.395320918916823971e-01 5.000000000000000278e-02
1.520000000000000107e+01 3.794278617823089172e-01 3.151770849406358987e-01 4.592617057805966074e-01 2.395320918916823971e-01 5.000000000000000278e-02
1.530000000000000071e+01 3.783006381517435290e-01 3.150159517684967825e-01 4.607050400202098994e-01 2.384111482334432264e-01 5.000000000000000278e-02
1.540000000000000036e+01 3.783006381517435290e-01 3.150159517684967825e-01 4.607050400202098994e-01 2.384111482334432264e-01 5.000000000000000278e-02
1.550000000000000000e+01 3.770818749461990471e-01 3.148260192882207931e-01 4.621291044145294236e-01 2.374109576257502907e-01 5.000000000000000278e-02
1.560000000000000142e+01 3.770818749461990471e-01 3.148260192882207931e-01 4.621291044145294236e-01 2.374109576257502907e-01 5.000000000000000278e-02
1.570000000000000107e+01 3.757784931580588905e-01 3.146103371249984182e-01 4.635321375183186210e-01 2.365239364898792940e-01 5.000000000000000278e-02
1.580000000000000071e+01 3.757784931580588905e-01 3.146103371249984182e-01 4.635321375183186210e-01 2.365239364898792940e-01 5.000000000000000278e-02
1.590000000000000036e+01 3.743971160175598167e-01 3.143717721826775890e-01 4.649124846341140538e-01 2.357428826448897674e-01 5.000000000000000278e-02
1.600000000000000000e+01 3.743971160175598167e-01 3.143717721826775890e-01 4.649124846341140538e-01 2.357428826448897674e-01 5.000000000000000278e-02
1.610000000000000142e+01 3.729440698952000144e-01 3.141130153314498630e-01 4.662685950364333087e-01 2.350609694875284150e-01 5.000000000000000278e-02
1.619999999999999929e+01 3.729440698952000144e-01 3.141130153314498630e-01 4.662685950364333087e-01 2.350609694875284150e-01 5.000000000000000278e-02
1.630000000000000071e+01 3.714253874214085704e-01 3.138365885127480381e-01 4.675990191177161748e-01 2.344717376592641567e-01 5.000000000000000278e-02
1.640000000000000213e+01 3.714253874214085704e-01 3.138365885127480381e-01 4.675990191177161748e-01 2.344717376592641567e-01 5.000000000000000278e-02
1.650000000000000000e+01 3.698468124211273245e-01 3.135448521180116965e-01 4.689024054824073029e-01 2.339690847161764453e-01 5.000000000000000278e-02
1.660000000000000142e+01 3.698468124211273245e-01 3.135448521180116965e-01 4.689024054824073029e-01 2.339690847161764453e-01 5.000000000000000278e-02
1.669999999999999929e+01 3.682138063059297028e-01 3.132400125193816609e-01 4.701774980115392411e-01 2.335472532555562253e-01 5.000000000000000278e-02
1.680000000000000071e+01 3.682138063059297028e-01 3.132400125193816609e-01 4.701774980115392411e-01 2.335472532555562253e-01 5.000000000000000278e-02
1.690000000000000213e+01 3.665315556095930516e-01 3.129241296498668778e-01 4.714231329165309292e-01 2.332008178943754950e-01 5.000000000000000278e-02
1.700000000000000000e+01 3.665315556095930516e-01 3.129241296498668778e-01 4.714231329165309292e-01 2.332008178943754950e-01 5.000000000000000278e-02
1.710000000000000142e+01 3.648049803939087954e-01 3.125991245480491121e-01 4.726382357976823823e-01 2.329246714400254881e-01 5.000000000000000278e-02
1.719999999999999929e+01 3.648049803939087954e-01 3.125991245480491121e-01 4.726382357976823823e-01 2.329246714400254881e-01 5.000000000000000278e-02
1.730000000000000071e+01 3.630387432894597310e-01 3.122667867979780354e-01 4.738218187200025633e-01 2.327140105433964934e-01 5.000000000000000278e-02
1.740000000000000213e+01 3.630387432894597310e-01 3.122667867979780354e-01 4.738218187200025633e-01 2.327140105433964934e-01 5.000000000000000278e-02
1.750000000000000000e+01 3.612372589708352510e-01 3.119287818086307063e-01 4.749729773165335955e-01 2.325643210786987047e-01 5.000000000000000278e-02
1.760000000000000142e+01 3.612372589708352510e-01 3.119287818086307063e-01 4.749729773165335955e-01 2.325643210786987047e-01 5.000000000000000278e-02
1.769999999999999929e+01 3.594047038971720509e-01 3.115866578892751981e-01 4.760908879272050531e-01 2.324713634534584794e-01 5.000000000000000278e-02
1.780000000000000071e+01 3.594047038971720509e-01 3.115866578892751981e-01 4.760908879272050531e-01 2.324713634534584794e-01 5.000000000000000278e-02
1.790000000000000213e+01 3.575450261770050653e-01 3.112418530874131450e-01 4.771748047794381331e-01 2.324311580157502333e-01 5.000000000000000278e-02
1.800000000000000000e+01 3.575450261770050653e-01 3.112418530874131450e-01 4.771748047794381331e-01 2.324311580157502333e-01 5.000000000000000278e-02
1.810000000000000142e+01 3.556619554412852047e-01 3.108957017648159571e-01 4.782240572151932323e-01 2.324399706937508858e-01 5.000000000000000278e-02
1.819999999999999929e+01 3.556619554412852047e-01 3.108957017648159571e-01 4.782240572151932323e-01 2.324399706937508858e-01 5.000000000000000278e-02
1.830000000000000071e+01 3.537590126302370686e-01 3.105494408946670726e-01 4.792380469678784727e-01 2.324942989748456645e-01 5.000000000000000278e-02
1.840000000000000213e+01 3.537590126302370686e-01 3.105494408946670726e-01 4.792380469678784727e-01 2.324942989748456645e-01 5.000000000000000278e-02
1.850000000000000000e+01 3.518395196186857032e-01 3.102042160691091954e-01 4.802162454914934986e-01 2.325908583074631775e-01 5.000000000000000278e-02
1.860000000000000142e+01 3.518395196186857032e-01 3.102042160691091954e-01 4.802162454914934986e-01 2.325908583074631775e-01 5.000000000000000278e-02
1.869999999999999929e+01 3.499066086208203474e-01 3.098610872117191772e-01 4.811581913435320490e-01 2.327265689882323796e-01 5.000000000000000278e-02
1.880000000000000071e+01 3.499066086208203474e-01 3.098610872117191772e-01 4.811581913435320490e-01 2.327265689882323796e-01 5.000000000000000278e-02
1.890000000000000213e+01 3.479632313293141710e-01 3.095210339937178867e-01 4.820634876224891285e-01 2.328985435795896397e-01 5.000000000000000278e-02
1.900000000000000000e+01 3.479632313293141710e-01 3.095210339937178867e-01 4.820634876224891285e-01 2.328985435795896397e-01 5.000000000000000278e-02
1.910000000000000142e+01 3.460121677555379471e-01 3.091849609561936885e-01 4.829317994602896902e-01 2.331040748882840519e-01 5.000000000000000278e-02
1.920000000000000284e+01 3.460121677555379471e-01 3.091849609561936885e-01 4.829317994602896902e-01 2.331040748882840519e-01 5.000000000000000278e-02
